Template version:,1.0.1,"Please see the ""My data sets"" tab at www.pals.unsw.edu.au for detailed instructions on how to use this template. Meta data for this site can be entered when uploading",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
local date,local hour-of-day,SW downward,SWdown FLAG,LW downward,LW down FLAG,Air Temp,Air Temp FLAG,Rel humidity,RelHum FLAG,Windspeed,Windspeed FLAG,Rainfall,Rainf FLAG,Snowfall,Snowf FLAG,Air Pressure,Pressure FLAG,Ambient CO2 conc.,CO2air FLAG,Net Radiation,Rnet FLAG,SW upward,SWup FLAG,Latent heat,LatHeat FLAG,Sensible heat,SensHeat FLAG,NEE,NEE FLAG,SoilHeatFlux,SHFlux FLAG
01/01/2002,17.00,141.77,-9999,311.25,-9999,11.20,-9999,57.380000,-9999,3.95,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,89.57,-9999,17.23,-9999,4.89,-9999,14.56,-9999,1.54,-9999,-9999,-9999
01/01/2002,18.00,67.95,-9999,308.30,-9999,11.13,-9999,58.430000,-9999,3.64,-9999,0.00,-9999,-9999,-9999,859.00,-9999,-9999.00,-9999,13.40,-9999,8.92,-9999,-19.58,-9999,-7.86,-9999,4.07,-9999,-9999,-9999
01/01/2002,19.00,4.70,-9999,305.87,-9999,10.50,-9999,60.910000,-9999,3.39,-9999,0.00,-9999,-9999,-9999,859.00,-9999,-9999.00,-9999,-41.84,-9999,0.98,-9999,-36.65,-9999,-21.10,-9999,6.16,-9999,-9999,-9999
01/01/2002,20.00,0.00,-9999,305.93,-9999,10.17,-9999,62.830000,-9999,3.14,-9999,0.00,-9999,-9999,-9999,859.00,-9999,-9999.00,-9999,-52.53,-9999,0.00,-9999,1.31,-9999,-18.76,-9999,6.16,-9999,-9999,-9999
01/01/2002,21.00,0.00,-9999,304.85,-9999,10.05,-9999,63.530000,-9999,3.37,-9999,0.00,-9999,-9999,-9999,859.00,-9999,-9999.00,-9999,-58.10,-9999,0.00,-9999,1.86,-9999,-22.20,-9999,6.00,-9999,-9999,-9999
01/01/2002,22.00,0.00,-9999,302.95,-9999,9.98,-9999,63.100000,-9999,3.38,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,-47.59,-9999,0.00,-9999,1.86,-9999,-21.49,-9999,5.88,-9999,-9999,-9999
01/01/2002,23.00,0.00,-9999,300.35,-9999,9.20,-9999,67.470000,-9999,3.71,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,-39.24,-9999,0.00,-9999,2.71,-9999,-21.96,-9999,5.82,-9999,-9999,-9999
02/01/2002,0.00,0.00,-9999,299.96,-9999,8.09,-9999,79.720000,-9999,3.63,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,-24.16,-9999,0.00,-9999,2.25,-9999,-15.65,-9999,5.77,-9999,-9999,-9999
02/01/2002,1.00,0.00,-9999,299.55,-9999,7.66,-9999,83.960000,-9999,3.43,-9999,0.00,-9999,-9999,-9999,857.00,-9999,-9999.00,-9999,-22.62,-9999,0.00,-9999,1.64,-9999,-12.93,-9999,5.75,-9999,-9999,-9999
02/01/2002,2.00,0.00,-9999,296.88,-9999,7.16,-9999,85.610000,-9999,3.65,-9999,0.00,-9999,-9999,-9999,857.00,-9999,-9999.00,-9999,-14.60,-9999,0.00,-9999,2.24,-9999,-10.65,-9999,5.71,-9999,-9999,-9999
02/01/2002,3.00,0.00,-9999,294.20,-9999,6.54,-9999,89.400000,-9999,3.39,-9999,0.00,-9999,-9999,-9999,857.00,-9999,-9999.00,-9999,-13.74,-9999,0.00,-9999,1.57,-9999,-6.99,-9999,5.68,-9999,-9999,-9999
02/01/2002,4.00,0.00,-9999,295.87,-9999,5.89,-9999,95.240000,-9999,3.16,-9999,0.00,-9999,-9999,-9999,857.00,-9999,-9999.00,-9999,-13.49,-9999,0.00,-9999,1.01,-9999,-3.67,-9999,5.64,-9999,-9999,-9999
02/01/2002,5.00,11.83,-9999,289.76,-9999,5.57,-9999,96.700000,-9999,3.26,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,1.26,-9999,1.59,-9999,-16.85,-9999,6.37,-9999,5.18,-9999,-9999,-9999
02/01/2002,6.00,34.40,-9999,283.73,-9999,5.19,-9999,99.060000,-9999,4.36,-9999,0.60,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,22.72,-9999,4.18,-9999,-9.79,-9999,15.22,-9999,4.36,-9999,-9999,-9999
02/01/2002,7.00,62.88,-9999,295.24,-9999,4.65,-9999,100.000000,-9999,5.51,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,47.53,-9999,7.02,-9999,-1.29,-9999,27.21,-9999,3.31,-9999,-9999,-9999
02/01/2002,8.00,280.35,-9999,290.76,-9999,4.52,-9999,98.190000,-9999,5.03,-9999,0.20,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,212.27,-9999,32.71,-9999,37.38,-9999,105.28,-9999,-4.32,-9999,-9999,-9999
02/01/2002,9.00,578.28,-9999,291.16,-9999,5.89,-9999,79.050000,-9999,5.69,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,439.24,-9999,67.02,-9999,78.17,-9999,241.45,-9999,-14.55,-9999,-9999,-9999
02/01/2002,10.00,404.65,-9999,295.43,-9999,6.23,-9999,75.470000,-9999,5.53,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,303.84,-9999,55.53,-9999,60.19,-9999,147.03,-9999,-8.23,-9999,-9999,-9999
02/01/2002,11.00,641.60,-9999,298.74,-9999,7.30,-9999,67.690000,-9999,6.04,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,487.82,-9999,70.61,-9999,96.95,-9999,265.64,-9999,-16.51,-9999,-9999,-9999
02/01/2002,12.00,441.00,-9999,299.45,-9999,6.05,-9999,83.290000,-9999,5.10,-9999,0.40,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,326.46,-9999,59.65,-9999,62.95,-9999,160.47,-9999,-9.35,-9999,-9999,-9999
02/01/2002,13.00,659.05,-9999,301.36,-9999,6.65,-9999,81.670000,-9999,5.07,-9999,0.20,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,501.84,-9999,67.75,-9999,93.31,-9999,280.11,-9999,-16.93,-9999,-9999,-9999
02/01/2002,14.00,268.67,-9999,300.12,-9999,7.72,-9999,66.190000,-9999,5.00,-9999,0.00,-9999,-9999,-9999,858.00,-9999,-9999.00,-9999,191.50,-9999,31.68,-9999,39.91,-9999,77.71,-9999,-3.01,-9999,-9999,-9999
02/01/2002,15.00,303.80,-9999,294.65,-9999,8.16,-9999,57.590000,-9999,4.95,-9999,0.00,-9999,-9999,-9999,859.00,-9999,-9999.00,-9999,222.41,-9999,35.60,-9999,50.55,-9999,92.70,-9999,-4.39,-9999,-9999,-9999
02/01/2002,16.00,311.95,-9999,287.09,-9999,8.54,-9999,50.500000,-9999,5.23,-9999,0.00,-9999,-9999,-9999,859.00,-9999,-9999.00,-9999,226.60,-9999,38.28,-9999,54.30,-9999,95.59,-9999,-4.74,-9999,-9999,-9999
02/01/2002,17.00,138.88,-9999,286.45,-9999,8.07,-9999,53.200000,-9999,5.01,-9999,0.00,-9999,-9999,-9999,859.00,-9999,-9999.00,-9999,80.78,-9999,17.07,-9999,9.95,-9999,31.16,-9999,1.22,-9999,-9999,-9999
02/01/2002,18.00,18.81,-9999,279.38,-9999,7.12,-9999,62.690000,-9999,4.66,-9999,0.00,-9999,-9999,-9999,860.00,-9999,-9999.00,-9999,-3.36,-9999,2.63,-9999,-19.41,-9999,1.22,-9999,5.30,-9999,-9999,-9999
02/01/2002,19.00,0.00,-9999,270.53,-9999,3.67,-9999,90.670000,-9999,5.49,-9999,1.00,-9999,-9999,-9999,862.00,-9999,-9999.00,-9999,-11.01,-9999,0.00,-9999,7.24,-9999,7.37,-9999,5.76,-9999,-9999,-9999
02/01/2002,20.00,0.00,-9999,268.39,-9999,3.01,-9999,92.720000,-9999,2.94,-9999,0.00,-9999,-9999,-9999,862.00,-9999,-9999.00,-9999,-45.55,-9999,0.00,-9999,1.18,-9999,0.06,-9999,5.55,-9999,-9999,-9999
02/01/2002,21.00,0.00,-9999,268.63,-9999,3.29,-9999,90.590000,-9999,2.97,-9999,0.00,-9999,-9999,-9999,862.00,-9999,-9999.00,-9999,-54.59,-9999,0.00,-9999,1.06,-9999,-6.25,-9999,5.36,-9999,-9999,-9999
02/01/2002,22.00,0.00,-9999,268.70,-9999,3.27,-9999,91.590000,-9999,3.40,-9999,0.00,-9999,-9999,-9999,863.00,-9999,-9999.00,-9999,-61.01,-9999,0.00,-9999,1.87,-9999,-12.65,-9999,5.20,-9999,-9999,-9999
02/01/2002,23.00,0.00,-9999,269.04,-9999,2.99,-9999,95.510000,-9999,3.79,-9999,0.00,-9999,-9999,-9999,863.00,-9999,-9999.00,-9999,-58.85,-9999,0.00,-9999,2.68,-9999,-15.28,-9999,5.08,-9999,-9999,-9999
03/01/2002,0.00,0.00,-9999,267.40,-9999,2.80,-9999,95.470000,-9999,3.27,-9999,0.00,-9999,-9999,-9999,863.00,-9999,-9999.00,-9999,-53.92,-9999,0.00,-9999,1.45,-9999,-10.93,-9999,4.99,-9999,-9999,-9999
03/01/2002,1.00,0.00,-9999,267.15,-9999,2.90,-9999,93.020000,-9999,3.36,-9999,0.00,-9999,-9999,-9999,862.00,-9999,-9999.00,-9999,-35.69,-9999,0.00,-9999,1.61,-9999,-8.18,-9999,4.92,-9999,-9999,-9999
03/01/2002,2.00,0.00,-9999,258.92,-9999,2.77,-9999,91.020000,-9999,3.97,-9999,0.00,-9999,-9999,-9999,862.00,-9999,-9999.00,-9999,-49.94,-9999,0.00,-9999,3.12,-9999,-15.44,-9999,4.89,-9999,-9999,-9999
03/01/2002,3.00,0.00,-9999,257.55,-9999,2.10,-9999,96.680000,-9999,3.56,-9999,0.00,-9999,-9999,-9999,862.00,-9999,-9999.00,-9999,-50.68,-9999,0.00,-9999,2.13,-9999,-11.29,-9999,4.83,-9999,-9999,-9999
03/01/2002,4.00,0.00,-9999,252.15,-9999,1.60,-9999,100.000000,-9999,4.07,-9999,0.00,-9999,-9999,-9999,863.00,-9999,-9999.00,-9999,-38.45,-9999,0.00,-9999,3.31,-9999,-8.58,-9999,4.79,-9999,-9999,-9999
03/01/2002,5.00,78.31,-9999,250.68,-9999,1.50,-9999,100.000000,-9999,3.52,-9999,0.00,-9999,-9999,-9999,864.00,-9999,-9999.00,-9999,4.36,-9999,20.60,-9999,7.48,-9999,40.65,-9999,1.97,-9999,-9999,-9999
03/01/2002,6.00,228.70,-9999,260.14,-9999,1.91,-9999,100.000000,-9999,4.18,-9999,0.00,-9999,-9999,-9999,864.00,-9999,-9999.00,-9999,134.26,-9999,34.05,-9999,27.05,-9999,95.28,-9999,-3.33,-9999,-9999,-9999
03/01/2002,7.00,473.77,-9999,267.89,-9999,3.38,-9999,91.820000,-9999,4.78,-9999,0.00,-9999,-9999,-9999,865.00,-9999,-9999.00,-9999,304.91,-9999,65.60,-9999,50.12,-9999,188.43,-9999,-11.89,-9999,-9999,-9999
03/01/2002,8.00,487.17,-9999,279.78,-9999,3.90,-9999,91.530000,-9999,3.94,-9999,0.00,-9999,-9999,-9999,865.00,-9999,-9999.00,-9999,363.48,-9999,57.96,-9999,57.35,-9999,207.12,-9999,-12.14,-9999,-9999,-9999
03/01/2002,9.00,789.97,-9999,286.90,-9999,5.00,-9999,87.400000,-9999,4.15,-9999,0.00,-9999,-9999,-9999,866.00,-9999,-9999.00,-9999,595.79,-9999,89.70,-9999,86.37,-9999,384.22,-9999,-22.56,-9999,-9999,-9999
03/01/2002,10.00,743.15,-9999,297.69,-9999,6.25,-9999,82.620000,-9999,4.31,-9999,0.00,-9999,-9999,-9999,866.00,-9999,-9999.00,-9999,563.82,-9999,81.35,-9999,96.21,-9999,339.80,-9999,-20.40,-9999,-9999,-9999
03/01/2002,11.00,851.28,-9999,302.94,-9999,7.28,-9999,76.130000,-9999,5.08,-9999,0.00,-9999,-9999,-9999,866.00,-9999,-9999.00,-9999,645.46,-9999,90.36,-9999,119.54,-9999,394.40,-9999,-24.11,-9999,-9999,-9999
03/01/2002,12.00,934.50,-9999,304.69,-9999,8.18,-9999,68.310000,-9999,5.33,-9999,0.00,-9999,-9999,-9999,866.00,-9999,-9999.00,-9999,707.30,-9999,97.60,-9999,143.01,-9999,428.93,-9999,-26.90,-9999,-9999,-9999
03/01/2002,13.00,885.58,-9999,309.24,-9999,9.50,-9999,62.870000,-9999,4.60,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,673.89,-9999,92.85,-9999,159.28,-9999,391.73,-9999,-24.84,-9999,-9999,-9999
03/01/2002,14.00,800.83,-9999,307.84,-9999,10.15,-9999,58.570000,-9999,4.90,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,600.70,-9999,84.82,-9999,154.22,-9999,326.41,-9999,-21.51,-9999,-9999,-9999
03/01/2002,15.00,800.25,-9999,302.98,-9999,11.26,-9999,50.760000,-9999,5.08,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,617.00,-9999,89.68,-9999,228.70,-9999,370.60,-9999,-21.33,-9999,-9999,-9999
03/01/2002,16.00,590.05,-9999,298.45,-9999,11.49,-9999,50.110000,-9999,4.54,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,426.04,-9999,67.70,-9999,153.70,-9999,258.10,-9999,-13.98,-9999,-9999,-9999
03/01/2002,17.00,371.38,-9999,291.27,-9999,11.20,-9999,50.750000,-9999,4.06,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,129.81,-9999,44.81,-9999,84.71,-9999,112.00,-9999,-6.54,-9999,-9999,-9999
03/01/2002,18.00,146.07,-9999,284.93,-9999,10.58,-9999,51.220000,-9999,3.18,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-1.01,-9999,19.77,-9999,54.76,-9999,9.77,-9999,1.17,-9999,-9999,-9999
03/01/2002,19.00,31.07,-9999,277.25,-9999,9.88,-9999,58.300000,-9999,2.66,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-58.67,-9999,2.59,-9999,-30.79,-9999,-16.03,-9999,5.01,-9999,-9999,-9999
03/01/2002,20.00,0.00,-9999,268.58,-9999,8.72,-9999,58.300000,-9999,4.47,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,5.31,-9999,-27.66,-9999,5.67,-9999,-9999,-9999
03/01/2002,21.00,0.00,-9999,262.54,-9999,7.47,-9999,61.580000,-9999,2.30,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,-0.95,-9999,-8.67,-9999,5.46,-9999,-9999,-9999
03/01/2002,22.00,0.00,-9999,261.46,-9999,7.06,-9999,63.000000,-9999,2.55,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,-0.31,-9999,-10.84,-9999,5.29,-9999,-9999,-9999
03/01/2002,23.00,0.00,-9999,256.52,-9999,6.04,-9999,64.590000,-9999,1.09,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,-3.67,-9999,4.56,-9999,5.15,-9999,-9999,-9999
04/01/2002,0.00,0.00,-9999,248.75,-9999,4.70,-9999,64.680000,-9999,2.89,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,0.92,-9999,-8.77,-9999,5.03,-9999,-9999,-9999
04/01/2002,1.00,0.00,-9999,243.07,-9999,3.61,-9999,67.120000,-9999,3.22,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,1.78,-9999,-8.62,-9999,4.95,-9999,-9999,-9999
04/01/2002,2.00,0.00,-9999,238.51,-9999,2.49,-9999,70.990000,-9999,3.04,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,1.46,-9999,-4.03,-9999,4.89,-9999,-9999,-9999
04/01/2002,3.00,0.00,-9999,242.78,-9999,1.69,-9999,75.140000,-9999,3.56,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,2.67,-9999,-4.67,-9999,4.84,-9999,-9999,-9999
04/01/2002,4.00,0.00,-9999,236.40,-9999,1.38,-9999,77.910000,-9999,4.28,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,4.29,-9999,-8.06,-9999,4.78,-9999,-9999,-9999
04/01/2002,5.00,18.70,-9999,240.95,-9999,1.59,-9999,79.070000,-9999,5.22,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-28.70,-9999,9.83,-9999,13.73,-9999,54.66,-9999,4.09,-9999,-9999,-9999
04/01/2002,6.00,146.09,-9999,261.58,-9999,2.51,-9999,78.890000,-9999,3.55,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,68.76,-9999,49.41,-9999,36.67,-9999,129.47,-9999,-0.32,-9999,-9999,-9999
04/01/2002,7.00,458.52,-9999,264.34,-9999,3.67,-9999,78.530000,-9999,3.40,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,307.77,-9999,72.54,-9999,56.21,-9999,238.53,-9999,-10.97,-9999,-9999,-9999
04/01/2002,8.00,528.70,-9999,279.67,-9999,5.12,-9999,75.990000,-9999,3.84,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,361.46,-9999,88.35,-9999,76.58,-9999,358.44,-9999,-13.15,-9999,-9999,-9999
04/01/2002,9.00,704.17,-9999,292.47,-9999,6.75,-9999,73.050000,-9999,5.07,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,495.69,-9999,99.57,-9999,106.23,-9999,441.66,-9999,-18.88,-9999,-9999,-9999
04/01/2002,10.00,824.35,-9999,302.15,-9999,8.01,-9999,69.490000,-9999,5.28,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,587.63,-9999,102.35,-9999,133.22,-9999,468.52,-9999,-22.73,-9999,-9999,-9999
04/01/2002,11.00,1098.50,-9999,311.18,-9999,9.31,-9999,67.500000,-9999,4.81,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,797.35,-9999,92.82,-9999,142.53,-9999,429.40,-9999,-32.04,-9999,-9999,-9999
04/01/2002,12.00,1114.00,-9999,321.35,-9999,10.74,-9999,66.510000,-9999,5.06,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,809.21,-9999,95.50,-9999,168.28,-9999,417.99,-9999,-32.33,-9999,-9999,-9999
04/01/2002,13.00,1063.50,-9999,327.74,-9999,11.96,-9999,64.980000,-9999,4.91,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,770.58,-9999,102.25,-9999,206.26,-9999,442.47,-9999,-30.19,-9999,-9999,-9999
04/01/2002,14.00,953.25,-9999,330.93,-9999,12.77,-9999,65.910000,-9999,5.08,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,686.24,-9999,86.17,-9999,183.84,-9999,327.47,-9999,-25.96,-9999,-9999,-9999
04/01/2002,15.00,797.00,-9999,325.25,-9999,12.61,-9999,67.090000,-9999,5.62,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,566.71,-9999,73.79,-9999,159.37,-9999,254.94,-9999,-20.37,-9999,-9999,-9999
04/01/2002,16.00,583.65,-9999,319.28,-9999,12.64,-9999,66.540000,-9999,5.45,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,403.49,-9999,59.09,-9999,127.85,-9999,177.46,-9999,-13.10,-9999,-9999,-9999
04/01/2002,17.00,364.17,-9999,311.44,-9999,12.35,-9999,66.760000,-9999,4.33,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,235.59,-9999,46.71,-9999,67.42,-9999,81.39,-9999,-5.78,-9999,-9999,-9999
04/01/2002,18.00,144.07,-9999,305.74,-9999,11.72,-9999,69.480000,-9999,3.74,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,67.22,-9999,10.25,-9999,3.35,-9999,9.68,-9999,1.59,-9999,-9999,-9999
04/01/2002,19.00,7.43,-9999,287.72,-9999,10.60,-9999,71.950000,-9999,2.70,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-37.31,-9999,0.90,-9999,-20.43,-9999,-8.94,-9999,6.06,-9999,-9999,-9999
04/01/2002,20.00,0.00,-9999,286.41,-9999,10.21,-9999,73.820000,-9999,2.82,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,-0.66,-9999,-16.91,-9999,6.08,-9999,-9999,-9999
04/01/2002,21.00,0.00,-9999,282.74,-9999,9.50,-9999,74.720000,-9999,3.40,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,1.14,-9999,-23.30,-9999,5.90,-9999,-9999,-9999
04/01/2002,22.00,0.00,-9999,277.26,-9999,8.83,-9999,71.660000,-9999,3.91,-9999,0.00,-9999,-9999,-9999,867.00,-9999,-9999.00,-9999,-43.00,-9999,0.00,-9999,2.84,-9999,-28.20,-9999,5.77,-9999,-9999,-9999
