Template version:,1.0.1,"Must be saved as .csv before uploading. Please see the ""My data sets"" tab at www.pals.unsw.edu.au for detailed instructions on how to use this template. Meta data for your site can be entered when uploading. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
local date,local hour-of-day,SW downward,SWdown FLAG,LW downward,LW down FLAG,Air Temp,Air Temp FLAG,Rel humidity,RelHum FLAG,Windspeed,Windspeed FLAG,Rainfall,Rainf FLAG,Snowfall,Snowf FLAG,Air Pressure,Pressure FLAG,Ambient CO2 conc.,CO2air FLAG,Net Radiation,Rnet FLAG,SW upward,SWup FLAG,Latent heat,LatHeat FLAG,Sensible heat,SensHeat FLAG,NEE,NEE FLAG,SoilHeatFlux,SHFlux FLAG
dd/mm/yyyy," real [0,24)",W/m2,"0 = obs, -9999 = unknown",W/m2,"0 = obs, -9999 = unknown",C,"0 = obs, -9999 = unknown",%,"0 = obs, -9999 = unknown",m/s,"0 = obs, -9999 = unknown",mm/time step,"0 = obs, -9999 = unknown",mm/time step,"0 = obs, -9999 = unknown",mb,"0 = obs, -9999 = unknown",ppmv,"0 = obs, -9999 = unknown",W/m2,"0 = obs, -9999 = unknown",W/m2,"0 = obs, -9999 = unknown",W/m2,"0 = obs, -9999 = unknown",W/m2,"0 = obs, -9999 = unknown",umol m-2 s-2,"0 = obs, -9999 = unknown",W/m2,"0 = obs, -9999 = unknown"
2/01/02,3,0,-9999,294.2,-9999,6.54,-9999,89.4,-9999,3.39,-9999,0,-9999,-9999,-9999,857,-9999,-9999,-9999,-13.74,-9999,0,-9999,1.57,-9999,-6.99,-9999,5.68,-9999,-6.22,-9999
2/01/02,4,0,-9999,295.87,-9999,5.89,-9999,95.24,-9999,3.16,-9999,0,-9999,-9999,-9999,857,-9999,-9999,-9999,-13.49,-9999,0,-9999,1.01,-9999,-3.67,-9999,5.64,-9999,-6.34,-9999
2/01/02,5,11.83,-9999,289.76,-9999,5.57,-9999,96.7,-9999,3.26,-9999,0,-9999,-9999,-9999,858,-9999,-9999,-9999,1.26,-9999,1.59,-9999,-16.85,-9999,6.37,-9999,5.18,-9999,-6.59,-9999
2/01/02,6,34.4,-9999,283.73,-9999,5.19,-9999,99.06,-9999,4.36,-9999,0.6,-9999,-9999,-9999,858,-9999,-9999,-9999,22.72,-9999,4.18,-9999,-9.79,-9999,15.22,-9999,4.36,-9999,-6.48,-9999
2/01/02,7,62.88,-9999,295.24,-9999,4.65,-9999,100,-9999,5.51,-9999,0,-9999,-9999,-9999,858,-9999,-9999,-9999,47.53,-9999,7.02,-9999,-1.29,-9999,27.21,-9999,3.31,-9999,-6.33,-9999
2/01/02,8,280.35,-9999,290.76,-9999,4.52,-9999,98.19,-9999,5.03,-9999,0.2,-9999,-9999,-9999,858,-9999,-9999,-9999,212.27,-9999,32.71,-9999,37.38,-9999,105.28,-9999,-4.32,-9999,-5.71,-9999
2/01/02,9,578.28,-9999,291.16,-9999,5.89,-9999,79.05,-9999,5.69,-9999,0,-9999,-9999,-9999,858,-9999,-9999,-9999,439.24,-9999,67.02,-9999,78.17,-9999,241.45,-9999,-14.55,-9999,-1.39,-9999
2/01/02,10,404.65,-9999,295.43,-9999,6.23,-9999,75.47,-9999,5.53,-9999,0,-9999,-9999,-9999,858,-9999,-9999,-9999,303.84,-9999,55.53,-9999,60.19,-9999,147.03,-9999,-8.23,-9999,5.05,-9999
2/01/02,11,641.6,-9999,298.74,-9999,7.3,-9999,67.69,-9999,6.04,-9999,0,-9999,-9999,-9999,858,-9999,-9999,-9999,487.82,-9999,70.61,-9999,96.95,-9999,265.64,-9999,-16.51,-9999,6.13,-9999
2/01/02,12,441,-9999,299.45,-9999,6.05,-9999,83.29,-9999,5.1,-9999,0.4,-9999,-9999,-9999,858,-9999,-9999,-9999,326.46,-9999,59.65,-9999,62.95,-9999,160.47,-9999,-9.35,-9999,7.3,-9999
2/01/02,13,659.05,-9999,301.36,-9999,6.65,-9999,81.67,-9999,5.07,-9999,0.2,-9999,-9999,-9999,858,-9999,-9999,-9999,501.84,-9999,67.75,-9999,93.31,-9999,280.11,-9999,-16.93,-9999,8.21,-9999
2/01/02,14,268.67,-9999,300.12,-9999,7.72,-9999,66.19,-9999,5,-9999,0,-9999,-9999,-9999,858,-9999,-9999,-9999,191.5,-9999,31.68,-9999,39.91,-9999,77.71,-9999,-3.01,-9999,12.17,-9999
2/01/02,15,303.8,-9999,294.65,-9999,8.16,-9999,57.59,-9999,4.95,-9999,0,-9999,-9999,-9999,859,-9999,-9999,-9999,222.41,-9999,35.6,-9999,50.55,-9999,92.7,-9999,-4.39,-9999,8.95,-9999
2/01/02,16,311.95,-9999,287.09,-9999,8.54,-9999,50.5,-9999,5.23,-9999,0,-9999,-9999,-9999,859,-9999,-9999,-9999,226.6,-9999,38.28,-9999,54.3,-9999,95.59,-9999,-4.74,-9999,5.43,-9999
2/01/02,17,138.88,-9999,286.45,-9999,8.07,-9999,53.2,-9999,5.01,-9999,0,-9999,-9999,-9999,859,-9999,-9999,-9999,80.78,-9999,17.07,-9999,9.95,-9999,31.16,-9999,1.22,-9999,2.32,-9999
2/01/02,18,18.81,-9999,279.38,-9999,7.12,-9999,62.69,-9999,4.66,-9999,0,-9999,-9999,-9999,860,-9999,-9999,-9999,-3.36,-9999,2.63,-9999,-19.41,-9999,1.22,-9999,5.3,-9999,-0.67,-9999
2/01/02,19,0,-9999,270.53,-9999,3.67,-9999,90.67,-9999,5.49,-9999,1,-9999,-9999,-9999,862,-9999,-9999,-9999,-11.01,-9999,0,-9999,7.24,-9999,7.37,-9999,5.76,-9999,-3.62,-9999
2/01/02,20,0,-9999,268.39,-9999,3.01,-9999,92.72,-9999,2.94,-9999,0,-9999,-9999,-9999,862,-9999,-9999,-9999,-45.55,-9999,0,-9999,1.18,-9999,0.06,-9999,5.55,-9999,-6.95,-9999
2/01/02,21,0,-9999,268.63,-9999,3.29,-9999,90.59,-9999,2.97,-9999,0,-9999,-9999,-9999,862,-9999,-9999,-9999,-54.59,-9999,0,-9999,1.06,-9999,-6.25,-9999,5.36,-9999,-10.07,-9999
2/01/02,22,0,-9999,268.7,-9999,3.27,-9999,91.59,-9999,3.4,-9999,0,-9999,-9999,-9999,863,-9999,-9999,-9999,-61.01,-9999,0,-9999,1.87,-9999,-12.65,-9999,5.2,-9999,-12.44,-9999
2/01/02,23,0,-9999,269.04,-9999,2.99,-9999,95.51,-9999,3.79,-9999,0,-9999,-9999,-9999,863,-9999,-9999,-9999,-58.85,-9999,0,-9999,2.68,-9999,-15.28,-9999,5.08,-9999,-14.56,-9999
3/01/02,0,0,-9999,267.4,-9999,2.8,-9999,95.47,-9999,3.27,-9999,0,-9999,-9999,-9999,863,-9999,-9999,-9999,-53.92,-9999,0,-9999,1.45,-9999,-10.93,-9999,4.99,-9999,-15.51,-9999
3/01/02,1,0,-9999,267.15,-9999,2.9,-9999,93.02,-9999,3.36,-9999,0,-9999,-9999,-9999,862,-9999,-9999,-9999,-35.69,-9999,0,-9999,1.61,-9999,-8.18,-9999,4.92,-9999,-15.56,-9999
3/01/02,2,0,-9999,258.92,-9999,2.77,-9999,91.02,-9999,3.97,-9999,0,-9999,-9999,-9999,862,-9999,-9999,-9999,-49.94,-9999,0,-9999,3.12,-9999,-15.44,-9999,4.89,-9999,-15.15,-9999
3/01/02,3,0,-9999,257.55,-9999,2.1,-9999,96.68,-9999,3.56,-9999,0,-9999,-9999,-9999,862,-9999,-9999,-9999,-50.68,-9999,0,-9999,2.13,-9999,-11.29,-9999,4.83,-9999,-14.99,-9999
3/01/02,4,0,-9999,252.15,-9999,1.6,-9999,100,-9999,4.07,-9999,0,-9999,-9999,-9999,863,-9999,-9999,-9999,-38.45,-9999,0,-9999,3.31,-9999,-8.58,-9999,4.79,-9999,-15.23,-9999
3/01/02,5,78.31,-9999,250.68,-9999,1.5,-9999,100,-9999,3.52,-9999,0,-9999,-9999,-9999,864,-9999,-9999,-9999,4.36,-9999,20.6,-9999,7.48,-9999,40.65,-9999,1.97,-9999,-15.08,-9999
3/01/02,6,228.7,-9999,260.14,-9999,1.91,-9999,100,-9999,4.18,-9999,0,-9999,-9999,-9999,864,-9999,-9999,-9999,134.26,-9999,34.05,-9999,27.05,-9999,95.28,-9999,-3.33,-9999,-14.04,-9999
3/01/02,7,473.77,-9999,267.89,-9999,3.38,-9999,91.82,-9999,4.78,-9999,0,-9999,-9999,-9999,865,-9999,-9999,-9999,304.91,-9999,65.6,-9999,50.12,-9999,188.43,-9999,-11.89,-9999,-10.44,-9999
3/01/02,8,487.17,-9999,279.78,-9999,3.9,-9999,91.53,-9999,3.94,-9999,0,-9999,-9999,-9999,865,-9999,-9999,-9999,363.48,-9999,57.96,-9999,57.35,-9999,207.12,-9999,-12.14,-9999,-3.99,-9999
3/01/02,9,789.97,-9999,286.9,-9999,5,-9999,87.4,-9999,4.15,-9999,0,-9999,-9999,-9999,866,-9999,-9999,-9999,595.79,-9999,89.7,-9999,86.37,-9999,384.22,-9999,-22.56,-9999,2.32,-9999
3/01/02,10,743.15,-9999,297.69,-9999,6.25,-9999,82.62,-9999,4.31,-9999,0,-9999,-9999,-9999,866,-9999,-9999,-9999,563.82,-9999,81.35,-9999,96.21,-9999,339.8,-9999,-20.4,-9999,13.59,-9999
3/01/02,11,851.28,-9999,302.94,-9999,7.28,-9999,76.13,-9999,5.08,-9999,0,-9999,-9999,-9999,866,-9999,-9999,-9999,645.46,-9999,90.36,-9999,119.54,-9999,394.4,-9999,-24.11,-9999,18.16,-9999
3/01/02,12,934.5,-9999,304.69,-9999,8.18,-9999,68.31,-9999,5.33,-9999,0,-9999,-9999,-9999,866,-9999,-9999,-9999,707.3,-9999,97.6,-9999,143.01,-9999,428.93,-9999,-26.9,-9999,17.42,-9999
3/01/02,13,885.58,-9999,309.24,-9999,9.5,-9999,62.87,-9999,4.6,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,673.89,-9999,92.85,-9999,159.28,-9999,391.73,-9999,-24.84,-9999,20.59,-9999
3/01/02,14,800.83,-9999,307.84,-9999,10.15,-9999,58.57,-9999,4.9,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,600.7,-9999,84.82,-9999,154.22,-9999,326.41,-9999,-21.51,-9999,29.18,-9999
3/01/02,15,800.25,-9999,302.98,-9999,11.26,-9999,50.76,-9999,5.08,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,617,-9999,89.68,-9999,228.7,-9999,370.6,-9999,-21.33,-9999,27.15,-9999
3/01/02,16,590.05,-9999,298.45,-9999,11.49,-9999,50.11,-9999,4.54,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,426.04,-9999,67.7,-9999,153.7,-9999,258.1,-9999,-13.98,-9999,20.66,-9999
3/01/02,17,371.38,-9999,291.27,-9999,11.2,-9999,50.75,-9999,4.06,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,129.81,-9999,44.81,-9999,84.71,-9999,112,-9999,-6.54,-9999,11.36,-9999
3/01/02,18,146.07,-9999,284.93,-9999,10.58,-9999,51.22,-9999,3.18,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-1.01,-9999,19.77,-9999,54.76,-9999,9.77,-9999,1.17,-9999,4.57,-9999
3/01/02,19,31.07,-9999,277.25,-9999,9.88,-9999,58.3,-9999,2.66,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-58.67,-9999,2.59,-9999,-30.79,-9999,-16.03,-9999,5.01,-9999,0.16,-9999
3/01/02,20,0,-9999,268.58,-9999,8.72,-9999,58.3,-9999,4.47,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,5.31,-9999,-27.66,-9999,5.67,-9999,-4.01,-9999
3/01/02,21,0,-9999,262.54,-9999,7.47,-9999,61.58,-9999,2.3,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,-0.95,-9999,-8.67,-9999,5.46,-9999,-7.54,-9999
3/01/02,22,0,-9999,261.46,-9999,7.06,-9999,63,-9999,2.55,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,-0.31,-9999,-10.84,-9999,5.29,-9999,-10.1,-9999
3/01/02,23,0,-9999,256.52,-9999,6.04,-9999,64.59,-9999,1.09,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,-3.67,-9999,4.56,-9999,5.15,-9999,-11.88,-9999
4/01/02,0,0,-9999,248.75,-9999,4.7,-9999,64.68,-9999,2.89,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,0.92,-9999,-8.77,-9999,5.03,-9999,-13.04,-9999
4/01/02,1,0,-9999,243.07,-9999,3.61,-9999,67.12,-9999,3.22,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,1.78,-9999,-8.62,-9999,4.95,-9999,-13.71,-9999
4/01/02,2,0,-9999,238.51,-9999,2.49,-9999,70.99,-9999,3.04,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,1.46,-9999,-4.03,-9999,4.89,-9999,-14.08,-9999
4/01/02,3,0,-9999,242.78,-9999,1.69,-9999,75.14,-9999,3.56,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,2.67,-9999,-4.67,-9999,4.84,-9999,-14.35,-9999
4/01/02,4,0,-9999,236.4,-9999,1.38,-9999,77.91,-9999,4.28,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,4.29,-9999,-8.06,-9999,4.78,-9999,-14.62,-9999
4/01/02,5,18.7,-9999,240.95,-9999,1.59,-9999,79.07,-9999,5.22,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-28.7,-9999,9.83,-9999,13.73,-9999,54.66,-9999,4.09,-9999,-14.74,-9999
4/01/02,6,146.09,-9999,261.58,-9999,2.51,-9999,78.89,-9999,3.55,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,68.76,-9999,49.41,-9999,36.67,-9999,129.47,-9999,-0.32,-9999,-14.03,-9999
4/01/02,7,458.52,-9999,264.34,-9999,3.67,-9999,78.53,-9999,3.4,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,307.77,-9999,72.54,-9999,56.21,-9999,238.53,-9999,-10.97,-9999,-10.19,-9999
4/01/02,8,528.7,-9999,279.67,-9999,5.12,-9999,75.99,-9999,3.84,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,361.46,-9999,88.35,-9999,76.58,-9999,358.44,-9999,-13.15,-9999,-2.51,-9999
4/01/02,9,704.17,-9999,292.47,-9999,6.75,-9999,73.05,-9999,5.07,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,495.69,-9999,99.57,-9999,106.23,-9999,441.66,-9999,-18.88,-9999,5.28,-9999
4/01/02,10,824.35,-9999,302.15,-9999,8.01,-9999,69.49,-9999,5.28,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,587.63,-9999,102.35,-9999,133.22,-9999,468.52,-9999,-22.73,-9999,13.9,-9999
4/01/02,11,1098.5,-9999,311.18,-9999,9.31,-9999,67.5,-9999,4.81,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,797.35,-9999,92.82,-9999,142.53,-9999,429.4,-9999,-32.04,-9999,17.55,-9999
4/01/02,12,1114,-9999,321.35,-9999,10.74,-9999,66.51,-9999,5.06,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,809.21,-9999,95.5,-9999,168.28,-9999,417.99,-9999,-32.33,-9999,18.98,-9999
4/01/02,13,1063.5,-9999,327.74,-9999,11.96,-9999,64.98,-9999,4.91,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,770.58,-9999,102.25,-9999,206.26,-9999,442.47,-9999,-30.19,-9999,25.41,-9999
4/01/02,14,953.25,-9999,330.93,-9999,12.77,-9999,65.91,-9999,5.08,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,686.24,-9999,86.17,-9999,183.84,-9999,327.47,-9999,-25.96,-9999,33.87,-9999
4/01/02,15,797,-9999,325.25,-9999,12.61,-9999,67.09,-9999,5.62,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,566.71,-9999,73.79,-9999,159.37,-9999,254.94,-9999,-20.37,-9999,32.19,-9999
4/01/02,16,583.65,-9999,319.28,-9999,12.64,-9999,66.54,-9999,5.45,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,403.49,-9999,59.09,-9999,127.85,-9999,177.46,-9999,-13.1,-9999,23.65,-9999
4/01/02,17,364.17,-9999,311.44,-9999,12.35,-9999,66.76,-9999,4.33,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,235.59,-9999,46.71,-9999,67.42,-9999,81.39,-9999,-5.78,-9999,14.56,-9999
4/01/02,18,144.07,-9999,305.74,-9999,11.72,-9999,69.48,-9999,3.74,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,67.22,-9999,10.25,-9999,3.35,-9999,9.68,-9999,1.59,-9999,8.17,-9999
4/01/02,19,7.43,-9999,287.72,-9999,10.6,-9999,71.95,-9999,2.7,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-37.31,-9999,0.9,-9999,-20.43,-9999,-8.94,-9999,6.06,-9999,3.19,-9999
4/01/02,20,0,-9999,286.41,-9999,10.21,-9999,73.82,-9999,2.82,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,-0.66,-9999,-16.91,-9999,6.08,-9999,-1.05,-9999
4/01/02,21,0,-9999,282.74,-9999,9.5,-9999,74.72,-9999,3.4,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,1.14,-9999,-23.3,-9999,5.9,-9999,-3.92,-9999
4/01/02,22,0,-9999,277.26,-9999,8.83,-9999,71.66,-9999,3.91,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,2.84,-9999,-28.2,-9999,5.77,-9999,-5.36,-9999
4/01/02,23,0,-9999,273.06,-9999,7.76,-9999,76.22,-9999,3.68,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,2.02,-9999,-25.28,-9999,5.64,-9999,-6.84,-9999
5/01/02,0,0,-9999,267.39,-9999,6.33,-9999,83.21,-9999,4.32,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,3.84,-9999,-29.05,-9999,5.56,-9999,-7.67,-9999
5/01/02,1,0,-9999,267.24,-9999,6.5,-9999,82.11,-9999,4.62,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,4.77,-9999,-32.68,-9999,5.51,-9999,-7.66,-9999
5/01/02,2,0,-9999,269.49,-9999,5.6,-9999,84.35,-9999,3.74,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,2.06,-9999,-24.12,-9999,5.45,-9999,-7.68,-9999
5/01/02,3,0,-9999,265.26,-9999,5.38,-9999,86.51,-9999,3.15,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,0.33,-9999,-18.76,-9999,5.36,-9999,-8.41,-9999
5/01/02,4,0,-9999,263.91,-9999,5.38,-9999,87.97,-9999,2.66,-9999,0,-9999,-9999,-9999,867,-9999,-9999,-9999,-43,-9999,0,-9999,-1.09,-9999,-14.13,-9999,5.26,-9999,-9.41,-9999
